etcd,et cetera direct - common configurationas for the pods in Kubernetes,8,2025-08-09T15:19:32.223472700
heap,data structure that keeps insertion order and has an efficient O(1) access to first and last item. Is implemented as LinkedList or ArrayDeque,0,2025-08-09T15:21:16.587464
Google Cloud,Google's platform for remote computing and storage,10,2025-08-09T15:22:20.414275700
ECB,Europien Central Bank,9,2025-08-09T15:22:32.564289500
tamper,to make less severe,0,2025-08-09T15:22:47.850238400
SSO,Single Sign On — a way to authenticate,8,2025-08-09T15:25:13.961563500
Java bean,Java object,8,2025-08-09T15:25:52.837337900
PVC (containerisation),Persistent Volume Claim - user request for storage that is independent from pods or applications,10,2025-08-09T15:26:48.443032100
CTO,Chief Technical Officer - the big computer guy,8,2025-08-09T15:27:18.347280300
.war file,archive file for running and distributing apps,9,2025-08-09T15:27:44.099739600
Helm,manages configurations and setting for installing application instances in Kubernetes,9,2025-08-10T00:08:48.540923200
JWT,JSON Web Token - authorisation and authentication message in a specific format,10,2025-08-10T00:09:47.821342700
en dash ("–") function,formulates ranges and connections; is typed by alt + 0150,10,2025-08-10T00:10:19.665746600
Helm chart,in order to install application to pod; this is a collection of setting and configuration,9,2025-08-10T00:11:10.760137700
SSH,secure shell - manages sending information securely over an insecure network. Provides two keys - public and private,10,2025-08-10T00:12:19.977375100
em dash ("—") function,separates unexpected thoughts; typed by alt + 0151,9,2025-08-10T00:38:30.679553
GDPR,General Data Protection Regulation,10,2025-08-10T00:39:38.573606400
asynchronous,means that operations might happen concurrently,9,2025-08-10T00:42:48.414663300
to prompt,to ask for answer,8,2025-08-10T00:43:03.339726800
pivot,change direction,9,2025-08-10T00:43:13.097761
test pilot (IT),trying intended new functionality in production within a limited scale,10,2025-08-10T00:43:53.287993900
roll out,to start new release in the production,10,2025-08-10T00:45:00.001221300
bounded context (example of order processing),no today,0,2025-08-10T01:04:12.746800400
Unix,operating system - predecessor of linux,8,2025-08-10T13:23:59.619877
Java EE,Java Enterprise Edition - porgramming language for large companies,0,2025-08-10T13:24:55.144228500
DORA,Data Object Retention Assessment,0,2025-08-10T13:25:31.067137600
SwiftUI,framework for creation of iOS and other apple products' UI,10,2025-08-11T23:55:12.925943100
DORA,Data Operation Resilience Act,0,2025-08-11T23:55:50.092510400
Ingress Controller,In Kubernetes this controls trafic,7,2025-08-11T23:56:20.177230700
DORA,Digital Operations Resilience Act - EU regulations on how well should banks perform during a disaster,10,2025-08-15T12:13:52.641250700
heap,data structure; keeps the items sorted at all times,8,2025-08-15T12:15:40.869254900
bounded context (example of order processing),a part of code; that is only responsible for order processing: display before order; ordering; managing reservations from storage; payments; quing the transfer and other actions,8,2025-08-15T12:18:37.118655600
em dash ("—") function,separates unexpected thought; or something to stress; typed by alt + 0151,10,2025-08-15T12:19:43.736995900
Java EE,Java Enterprise Edition - a set of tools for companies,8,2025-08-15T12:20:16.655386900
tamper,to make something worse,8,2025-08-15T12:20:43.695492300
en dash ("–") function,formulates ranges or connections; example "Vilnius–Kaunas"; typed by alt + 0150,10,2025-08-15T12:21:50.071906400
continuous integration components,assemble; build; integrate; test,8,2025-08-15T12:22:39.971153500
web,internet,8,2025-08-15T12:22:57.306715400
Hazelcast,tool for distributed storage and computing. Used with Kubernetes,9,2025-08-15T12:25:04.780064900
en dash ("–") function,formulates ranges and connections; for example Vilnius–Kaunas; typed by alt + 0150,10,2025-08-17T23:45:26.533488200
em dash ("—") function,separates unexpected or important thoughts in the sentence; example "And just like that — she entered the room"; typed by alt + 0151,10,2025-08-17T23:46:58.467231800
REST,standard for API and endpoints: using standard call functions like "POST; GET"; having stateless layers like "Controller; Service; Storage"; using standard file types like "JSON; XML",8,2025-08-17T23:49:29.540600700
JETTY,application server,8,2025-08-17T23:50:09.701247300
Kerberos keytab key,file for authentication,8,2025-08-17T23:50:29.078833300
Ingress Controller,In Kerberos this regulates incomming traffic,0,2025-08-17T23:50:51.134467200
container runtime,a set of resources that enables container to be started,8,2025-08-17T23:51:40.846847400
cloud,remote computer resources like storage and computation,10,2025-08-17T23:52:09.171836400
separation of concerns (DDD),separate parts of software are specialised for a certain function,10,2025-08-17T23:52:41.329970
Helm,Takes care of distributed storage and computing in Kerberos,0,2025-08-17T23:53:22.280046800
JDBC,Java Database Connection - takes care of connection to database in java applications.,9,2025-08-17T23:54:09.633915100
means of defensive programming,checks for unexpected; solving coner cases,9,2025-08-17T23:54:44.387158
HSM (device),Hardware Secure Module - computer specialised for storing authentication data,8,2025-08-17T23:55:18.685759500
DRY,Don't Repeat Yourself - conding principal which states that there should be no code duplication,9,2025-08-17T23:56:04.604125600
ubiquitous language (DDD),belonging to the business area where the meanings are standard,8,2025-08-17T23:57:11.257959200
DC components,Hardware; software; facilities; network components and people,8,2025-08-18T22:08:18.146498200
DevOps,Development and Operations - philosophy and practice of using automated CI/CD pipelines,9,2025-08-18T22:09:40.021669900
Liferay,takes care of logs,0,2025-08-18T22:10:07.515394700
firewall opening,rules for accessing items in the network,8,2025-08-18T22:10:55.110508500
allocate a list,give a specific place in the memora for all items in the list,8,2025-08-18T22:11:37.681113800
tamper,to make worse; to alter in the negative way,8,2025-08-18T22:12:07.759305600
semantic registration message,a text that describes registration; but also have parts of this text understandably labeled,7,2025-08-18T22:13:29.371293200
DNS,Domain Network System - the way how web page names are connected to their ip,7,2025-08-18T22:14:17.822802300
Ingress Controller,regulates incomming traffic in Kubernetes,9,2025-08-19T22:44:06.293914900
em dash ("—") function,separates unexpected or important thoughts in the sentence. Example: "And just like that — he entered the room". Typed by alt + 0151.,10,2025-08-19T22:45:48.143491700
Helm,packet manager; used for running app instances in Kubernetes,9,2025-08-19T22:46:37.945900100
en dash ("–") function,formulates ranges or connections. Example: Vilnius–Kaunas. Is typed by alt + 0150,10,2025-08-19T22:47:43.832770700
en dash ("–") function,formulates connection or range,10,2025-08-19T23:11:44.475135500
en dash ("–") function,formulates connections or ranges.,10,2025-08-19T23:19:27.251700400
en dash ("–") function,formulates connections or ranges,10,2025-08-19T23:20:39.875255500
em dash ("—") function,separates unexpected or important thought,9,2025-08-19T23:22:33.365410900
exponent (math),when raising a number to some power; this is the number showing to what power the number is being raised,10,2025-08-20T15:03:40.188225800
volatile (Java),in java this is a way to mark variable so it would be always updated correctly in multiple threads,9,2025-08-20T15:05:12.240936600
Kerberos,a container orchestration platform. Used to run multiple instances of an application.,0,2025-08-20T15:06:09.860543900
exploratory testing,flexible way to find out problems or bugs of the app,10,2025-08-24T23:22:59.907332800
Wireshark,software to troubleshoot network problems,8,2025-08-24T23:23:19.207176500
Liferay,platform and framework to set up business application,8,2025-08-24T23:24:26.242879300
Kerberos,Authentication software,8,2025-08-24T23:24:46.096098900
base (math),a number that is inteded to be raised by some power,8,2025-08-24T23:25:43.861920300
full-text search,technology and metodology for smart searching; where gramatical forms and synonyms are taken into account and words that are too common — skipped.,10,2025-08-24T23:27:02.552776800
dispatcher,someone or somethind that directs goods or information,8,2025-08-24T23:27:44.802602900
RESTful data formats,JSON; XML; YAML,10,2025-08-24T23:27:58.238026900
cluster,group of nodes,9,2025-08-24T23:28:08.167432800
factory pattern,object creations is dealt by factory. Both factory and the object extend the same interface,9,2025-08-24T23:28:54.555860900
observability,overseeing how the app works via logs or monitoring,9,2025-08-24T23:29:20.158311700
collision resistant,data structure is not likely to generate the same value by accident,8,2025-08-24T23:29:57.430552700
diamond operator (Java),typed by <>; implies that the type is the same as described on the left side,9,2025-08-24T23:30:33.642165200
container management platform,takes care of containers and instances of apps. Good for scalability. Example: Kubernetes,9,2025-08-24T23:31:54.827881200
aspect oriented programming,single aspect like logging is entirely operated in separate classes,9,2025-08-24T23:32:27.084181100
ubiquitous,common,8,2025-08-24T23:32:40.079185700
API,Application Programming Interface,10,2025-08-24T23:40:44.066801900
gateway team,takes care of incomming requests and exposure of endpoints,8,2025-08-24T23:41:17.639665300
Argo CD,software for installing application instances to Kubernetes using Git respositories,9,2025-08-25T08:08:34.071144400
Spring boot,Java framework for quicker production of applications,10,2025-08-25T08:09:04.045456100
GCT,general complience testing,9,2025-08-25T08:10:30.878131800
onboarding,welcomming to the company,8,2025-08-25T08:11:02.318195
DC,data center,9,2025-08-25T08:11:15.773637
pipeline (IT),automated processes that are executed one after another,9,2025-08-25T08:11:45.836447700
URL safe format,having all characters allowed in the URL,10,2025-08-25T08:12:18.444380700
heap,pile,7,2025-08-25T08:12:27.819159600
database transactions,sets of actions in database; where a single fail makes the whole group (transaction) considered a failed one,10,2025-08-25T14:41:02.552288900
Java EE,Java Enterprise Edition - set of tools for big companies,8,2025-08-25T14:41:37.386636400
Kibana,tool for logs and monitoring,9,2025-08-25T14:41:59.625842300
assess,to make sure it works,0,2025-08-25T14:42:31.569776800
heap space,memory for the duration when the app runs,9,2025-08-26T21:54:52.799646900
Liferay,CMS,9,2025-08-26T21:55:14.662811
Wireshark,software to troubleshoot network,10,2025-08-26T21:55:58.904569
domain model,the logic how some buiness function operates on software,9,2025-08-26T21:57:38.300117300
Kerberos keytab,file for authentication,8,2025-08-26T21:57:55.900042800
DGOM,Data Governance Object Model,0,2025-08-26T21:58:23.417035200
allocate,give memory space,8,2025-08-26T21:58:45.184766900
NFS,need for speed,7,2025-08-26T22:00:56.402596500
throughput,how much data can travel over period of time,10,2025-08-26T22:05:01.119611200
DDoS attacks,Distributed Domain Swarm,0,2025-08-26T22:05:39.892721900
DBA,Data Base Administrators,7,2025-08-26T22:50:52.189705900
heap (context: data structure),data structure; good at automatic sorting; implemented in java as PriorityQueue,9,2025-08-27T23:54:51.347937300
assess,to check,8,2025-08-27T23:55:08.073479
NFS (storage),Network File System - makes files on the network seem as if they were on the local drive,10,2025-08-27T23:55:50.906058
DDoS attacks,Distributed Denial of Service attacks,10,2025-08-27T23:56:12.411674700
DGOM,Data Governance Object Management,0,2025-08-27T23:56:39.997831100
proprietary,belonggin to a company,10,2025-08-27T23:56:54.573991400
heap space,memory used for the time an app runs,8,2025-08-27T23:57:13.295298500
NFC,like KFC but not Kentucky. Nebraska fried chicken,0,2025-08-27T23:57:53.776752200
Kerberos,Authentication protocol,10,2025-08-28T23:47:42.159063600
good cohesion (DDD),Single unit of code contains related functionalities,10,2025-08-28T23:48:21.710607800
bounded context,part of business where language is ubiquitous,8,2025-08-28T23:49:17.340671400
JPA entity management (db),Java Persistence API; manges objects mapped to table rows,9,2025-08-28T23:50:29.336742600
pointcut,in aspect oriented programing this an annotation which shows the trigger of the method,8,2025-08-28T23:51:36.055555200
gateway,computer or team responsible for managing incomming traffic and exposing endpoints,9,2025-08-28T23:52:27.020010900
ICT system (components),Information and Communication Technology system: hardware; software; network; infrastructure; people,10,2025-08-28T23:54:11.249896100
bounded context (example of order processing),software unit that takes care of order processing; for example class of OrderProcessor; that has methods like reserve(); putToBasket(); buy() and so on,8,2025-08-28T23:56:03.092998100
assess,to check or make sure,8,2025-08-28T23:56:18.138391900
DGOM,Data Governance Operating Model - rules; processes and roles regarding how personal data is being oprated in the company,9,2025-08-29T14:24:30.082652800
NFC,Near Field Communication - technology for sending data over typically very short distances wirelessly,10,2025-08-29T14:25:18.922403600
object mapping (database),fields in the object means columns in the database,8,2025-08-29T14:26:18.007153400
MLM,Multi Level Marketing - way of marketing where a person rules a group of other people that distributes goods for him; and each can rule a group on their own,7,2025-08-29T14:30:18.555400900
hyphen ("-") function,joins words to make up a new single word,9,2025-08-29T14:30:58.314705300
good cohesion for DocManager,All methods in this class are about managing documents: create() edit() delete() and so on,10,2025-08-29T14:31:38.783246800
DBA,Database Administrators,10,2025-08-29T14:42:18.510272700
bounded context (example of inventory management),Software unit only takes care only of invetory management; so all the terms are ubiquitous for this area,8,2025-08-30T23:49:50.018129
GitHub repository access HTTPS vs SSH,https requires a passwords and ssh does not,7,2025-08-30T23:50:24.552713700
DGOM,Data Governance Operation Model - how a company takes care of personal data,8,2025-08-30T23:52:05.063141700
Saba,External platform for employee work; improvement; goals etc.,9,2025-09-01T14:50:06.593959900
VPN whitelisting,allowing certain IPs via VPN to access certain services in the network,10,2025-09-01T14:50:52.566769700
DSL,Domain Specific Language - programming language for concrete buisiness area,9,2025-09-01T14:51:28.728769100
namespace (networking),isolated unit in the network where external duplicates of names are allowed but internal - not,8,2025-09-01T14:52:30.961527100
whitelisting,allowing certain criteria like ip or email to access certain services over network,9,2025-09-01T14:53:16.649870
assess,to make sure; to check,8,2025-09-01T14:53:54.965072700
bounded context (example of inventory management),separate unit of software where terms are ubiquitous and follows standards of inventory management,8,2025-09-01T14:54:51.074196500
heap (context: data structure),data structure; in java implemented as PriorityQueue. good for automated sorting,8,2025-09-01T14:56:05.424088200
build process,pieces of code are brought together; dependecies are downloaded; code is compiled and prepared for running and distribution,10,2025-09-01T14:57:32.688713500
Agile Test Quadrants,test categories depending on two dimentions: business and technical,9,2025-09-01T14:58:14.644098100
arbitrary,based on choosing without calculation,8,2025-09-01T14:58:55.587406
canary deployment,deploying changes to a part of users only.,10,2025-09-01T14:59:29.041725700
landing page,where a customer reaches web service first,7,2025-09-01T14:59:50.230259800
namespace (networking),where names are unique and not conflicting,8,2025-09-02T23:52:30.417653400
Saba,for employee growth; development; goals and so on,8,2025-09-04T22:08:57.127842400
SES (Smart-ID),Simple Electonic Signature,0,2025-09-04T22:09:21.479274500
Elasticsearch,platform for observability,9,2025-09-04T22:13:14.750619700
Loki (observability),Tool for Kubernetes. Gathers logs,8,2025-09-04T22:13:51.443193900
bounded context (example of order processing),separate software unit; where all terms are ubiquitous to business area of order processing,9,2025-09-04T22:15:16.968360400
enhanced,made stronger,10,2025-09-04T22:15:26.572928400
proxy pattern,coding pattern where a target object and its proxy object; both implement the same interface. Proxy object controls the access to the target.,10,2025-09-04T22:17:31.015874400
DSL,Domain Specific Language - a programming language that is not universal but rather is best fit for a specific business case,10,2025-09-04T22:18:16.880567600
RESTful methods,GET; PUT; DELETE,9,2025-09-04T22:18:50.224297700
defensive programming,extra checks for corner cases and solving them each,8,2025-09-04T22:19:21.768425300
integrity (of documents),means the documents are unaltered; orgiginal; not spoiled,10,2025-09-04T22:20:02.950039100
cohesion example,A single software unit; like class; contains only related methods; for example DocManager class methods are only related to doncument managing: create(); edit(); delete() and so on,10,2025-09-04T22:21:38.581736800
Kerberos keytab,File for authentication,8,2025-09-04T22:21:52.750622600
NOT IN (SQL),checks if item is lited in the list,8,2025-09-04T22:22:33.910457300
JSON,Javascript Object Notation - standard online semantic message format,9,2025-09-04T22:23:39.714451800
container runtime,everything needed to run a container: builds; libraries; settings,8,2025-09-04T22:24:25.402060900
state (of object),values of object fields,9,2025-09-04T22:24:45.619369200
connection pool (context: database),a number of possible connections to database,8,2025-09-04T22:25:13.927153800
entity (database),row in a table that means an object in the back end,8,2025-09-04T22:26:03.292789700
stereotype in Spring,annotations before objects (beans) and methods,10,2025-09-04T22:27:13.981321100
ubiquitous,in general means present always and everywhere,9,2025-09-04T22:27:47.744360800
volatile,means that it changes quily and strogly,9,2025-09-04T22:28:19.301190
TDM,Test Data Management,10,2025-09-04T22:28:35.188942400
F5,traffic rules for load balancing,8,2025-09-04T22:29:21.636014300
F5 rules,traffic rules and load balancing,8,2025-09-04T22:29:43.198620400
facility,building,8,2025-09-04T22:29:50.598268900
credential,name; password or any other data to authorise,9,2025-09-04T22:30:24.277829800
permutation,same set; different order,10,2025-09-04T22:30:39.649857900
AD,Active Dircetory,9,2025-09-04T22:30:52.463712700
domain vs bounded context,domain is a business area and bounded context is a software unit for this business area where the language is ubiquitous,9,2025-09-04T22:31:55.291026800
partition and sample,separates a portion of data in the database,8,2025-09-04T22:32:16.706982700
SES (context: Smart-ID),Simple Electronic Signature,10,2025-09-05T22:47:37.062790500
AES (context: Smart-ID),Advanced Electronic Signature,10,2025-09-05T22:48:01.301985600
QES (context: Smart-ID),Qualified Electronic Signature,10,2025-09-05T22:48:25.380047900
commissioning example sentence,we commissioned a new feature into production,9,2025-09-05T22:49:10.660279900
provisioning,putting in a working condition,8,2025-09-05T22:50:14.100093200
using APIs,accessing service through exposed endpoints; that trigger computation or access of data,9,2025-09-05T22:51:25.915817
tamper,to make worse; make illegal changes,9,2025-09-05T22:52:07.297796
VIP (OpenShift),Virtual IP - for directing traffic to needed service instances,10,2025-09-05T22:53:01.769051400
container image,everything needed to run an instance of an application. Builds; libraries; settings; environment,10,2025-09-05T22:54:23.922933700
A/B testing,trying out two variations of feature implementation and comparing them,9,2025-09-05T22:55:01.125430800
microservice,separate unit of software; that usually work in combination of more microservices,8,2025-09-05T22:55:41.851555800
Ivy,Tool form managing dependecies in Gradle and Jenkins,0,2025-09-05T22:56:09.432392400
gateway team,manages incomming and outgoing traffic,9,2025-09-05T22:56:43.210565600
obfuscate data,make not readable for a human,9,2025-09-05T22:57:10.052010400
deque,data structure; implemented as PriorityQue; good for always being sorted,8,2025-09-05T22:58:04.181558400
deque,data structure; implemented as PriorityQue; good for always being sorted,0,2025-09-05T23:30:42.559506600
interface in java,only defines what methods should a class have,9,2025-09-05T23:35:22.878243900
semantic message,containing both information values and labels on them,8,2025-09-05T23:35:56.427086700
pointcut,in aspect oriented programming this is the annotation that shows how the method is being triggered,9,2025-09-05T23:37:29.022998700
RESTful layers,Controller; Service; Storage,10,2025-09-05T23:37:46.422319100
artifactory,is where the buit pieces of code are being stored,9,2025-09-05T23:38:55.317379
jar hell,when multiple dependencies has their own dependecies that are almost same; but has different version; that might cause confusion and failures,9,2025-09-05T23:40:08.460618700
worker node,normal node with application instance,8,2025-09-05T23:40:23.562137200
VPN,Virtual Private Network - secure connection to a server; which directs further to the internet,9,2025-09-05T23:41:06.829056300
Unix,operating system; the old one :),8,2025-09-05T23:41:32.457427200
Helm chart,A list of settings; preferences and descriptions how the app will be deployed,9,2025-09-05T23:42:28.488926800
due,1. about now 2. proper,9,2025-09-05T23:42:59.866479700
Helm,Software that takes care of settings and preferences on how the app instances will be installed in Kubernetes containers,8,2025-09-05T23:44:18.162229600
chaos engineering,intentionally and legally adding malfunctioning pieces in the code; to test how the application fails,10,2025-09-05T23:45:32.207897700
assemble,bring all peaces together,9,2025-09-05T23:45:53.634552400
secret (Kubernetes),a file with authentication data,3,2025-09-05T23:49:17.005552800
REST,standard use of API: data formats like; JSON or XML; http methods like PUT; POST; DELETE; application layers like controller; service; storage,7,2025-09-05T23:51:03.411748800
RESTful methods,pirck nth rest 5,0,2025-09-05T23:59:10.218142200
RESTful layers,prick nth rest 5,0,2025-09-06T22:49:43.115518900
overlay (web),element in the dom that covers the screan and block actions on the page,9,2025-09-06T22:52:31.993125800
sticky session,it's where a single session usually defined by IP belongs to a single instance of application,9,2025-09-06T22:53:32.339648200
semantic registration message,a message containing needed information for resgistration; as well as labels for this information,9,2025-09-06T22:54:31.592202400
intrusive,unwanted; disturbing,9,2025-09-06T22:55:43.342871100
Saba,platform for employee development and growth. Former name,10,2025-09-06T22:56:13.293255400
Ivy,Tool and repository for dependencies solved by Gradle of Jenkins,0,2025-09-06T22:56:56.605989900
bounded context (example of user management),unit of software where the language is ubiquitos for the business area of user management,10,2025-09-06T22:58:12.128646500
encapsulation,hiding object details by marking fields private and managing them in controlled fassion using setters; geters or other methods,9,2025-09-06T22:59:13.404750900
web container,runtime for web app,8,2025-09-06T22:59:46.508517300
hashing,applying predictable algorithms,8,2025-09-06T23:00:15.084024
stop word filtering,search technology; that understands wordforms; synonims and skips overly common words,8,2025-09-06T23:01:06.372930600
data flow,information gets sent or processed,8,2025-09-06T23:02:00.421189600
HSM (device),Hardware Secure Module - a special computer for storing login data,8,2025-09-06T23:02:23.291939800
Data governance,rules; roles and processes on how user data is being handled in the company,9,2025-09-06T23:03:01.692304600
undirected graph,means that nodes are connected bidirectionally,10,2025-09-06T23:03:27.314487400
integration testing,checking how well implemented features works within the context of the whole service and the systems around,9,2025-09-06T23:04:24.434154800
Swagger,tool for exposing API endpoints,7,2025-09-06T23:04:44.268122400
credibility,how well a person or company is known to fulfill promisses,9,2025-09-06T23:05:37.846589400
backlog,where the waiting tasks are being held for the team,9,2025-09-06T23:06:05.920857400
CTO,Cheaf Technical Officer - usually the head of IT,8,2025-09-06T23:06:41.384690300
OKR,Objective Key Requirements,0,2025-09-06T23:06:57.819110900
REST,standard use of API - data formats like; JSON or XML; http methods like PUT; POST; DELETE; application layers like controller; service; storage,6,2025-09-06T23:11:27.972807200
Ivy,Java tool to handle dependecies during build or deployment,9,2025-09-08T22:30:02.341775700
API gateway,server that handles incomming and outgoing traffic,8,2025-09-08T22:30:52.619437800
Kerberos principal,user and service name in the format of username@service.com,8,2025-09-08T22:31:34.432022100
OKR,Objectives and Key Results,10,2025-09-08T22:31:58.269982600
secret (Kubernetes),authorisation data in etcd,9,2025-09-08T22:32:35.400926400
DNS,Domain Name System - user friendly website names mapped to their IPs,10,2025-09-08T22:33:26.221226500
data custodian,person or team responsible for data,10,2025-09-08T22:33:46.581816500
DC components,Data Ceter components: hardware; software; infrastructure; network and people,10,2025-09-08T22:34:33.663312800
assess,check to ensure,9,2025-09-08T22:34:44.963360200
deterministic,such action would mean a single result,9,2025-09-08T22:35:26.587840700
modal window,web component similar to dialog,9,2025-09-08T22:35:53.115170200
cohesion,relatedness,8,2025-09-08T22:36:18.003180400
web,internet,7,2025-09-08T22:36:28.470791800
IoC,Iversion of Control - software component takes care of lifecycle of objects; beans and their injection,10,2025-09-08T22:37:32.108491500
Kafka,Data flow orchectration platform,9,2025-09-08T22:37:52.930999400
collision resistant,low chance of accidently getting results that match exactly,9,2025-09-08T22:38:35.981640200
allocate,find place and reserve it,8,2025-09-08T22:39:01.115184300
detrimental,very bad; damaging,10,2025-09-08T22:39:47.508223400
distributed computing,multiple remote computers does a single computation,7,2025-09-08T22:40:26.076074200
synchronous,not overlaping by time,0,2025-09-08T22:40:57.755111600
to prompt,to ask,8,2025-09-08T22:41:25.035805800
to stash,to hide temporary until applied back,9,2025-09-08T22:42:02.764892500
operational risk,any risk for a running system,8,2025-09-08T22:42:26.829378
heap (context: data structure),data structure; two ended que; good for accessing object in LIFO and FIFO way.,0,2025-09-08T22:44:15.226594100
artifact (context: compilation),compiled piece of code; ready for distribution or running,9,2025-09-08T22:45:30.452415800
onboarding,welcoming to a company,9,2025-09-08T22:45:40.090208400
heap space,memory allocated while the app is running,10,2025-09-08T22:46:07.351069700
package (software),sort of a folder where classes can be placed,8,2025-09-08T22:46:34.215003300
synchronous,happening back to back; one after another,8,2025-09-10T10:28:56.352763900
heap (context: data structure),data structure; good for keeping items sorted automatically; implemented as PriorityQueue,9,2025-09-10T10:30:18.283546600
JSX,Javascrip as XML - the way to add web elements and logit in React,7,2025-09-10T10:31:11.556014900
domain model,concept of how a business works,9,2025-09-10T10:31:49.968969500
RBAC,role based access,9,2025-09-10T10:32:17.501061
good separation of concerns for DocManager,class only contains methods regarding managing documents: edit; create; delete and so on,10,2025-09-10T10:36:53.001085800
dispatcher,something or someone who directs and manages flows,9,2025-09-10T10:37:59.822737800
OpenShift,container orchestration platform,9,2025-09-11T10:52:19.838748800
continuous integration components,assembe; build; dependecties; testing,8,2025-09-11T10:53:06.052616900
commissioning,starting to use a feature in the production,9,2025-09-11T10:53:41.095445
edge (graphs),a conncection between nodes,9,2025-09-11T10:54:31.858686500
Ingress Controller,In Openshift this dispatches traffic and balances load,8,2025-09-11T10:55:09.998428700
abstraction,hiding unnecesarry details; exposing key parts of an object,9,2025-09-11T10:56:04.128931200
memoization,saving intermediate calculations for performance improvement,9,2025-09-11T10:57:00.929582
operations specialist,takes care of infrastructure like servers; network; and deployment of applications,10,2025-09-11T10:57:36.671447100
JPA transaction (db),Java Persistance API transaction -  a goup of actions in the database; where a single fail of any action means that the whole transaction has failed,9,2025-09-11T10:58:53.075888600
bad separation of concerns (DDD),a single software unit contains unrelated functionalities,8,2025-09-11T10:59:27.825527200
customer data domain,part of business where the concern is how customer data is being operated,8,2025-09-11T11:00:12.586669400
code integration,means code is being assembled; built; tested and if needed fixed in the feedback loop,8,2025-09-11T11:01:07.794929500
signup metadata,names of signup information: email; username; password and so on,9,2025-09-11T11:02:08.443903700
SSO,singe sign on - a way to authenticate without entering a password,9,2025-09-11T23:21:11.745456200
test integration,how well tests do when integrated into realistic context,9,2025-09-11T23:22:24.989739600
hub,central point of something,8,2025-09-11T23:25:13.691558400
Kerberos keytab key,file with authentication data,8,2025-09-11T23:26:22.728615300
hash,a standard deterministic outcome of defined algorithms (hashing functions),7,2025-09-11T23:27:47.403232100
test data management for enterprise,business area which takes care of data that will be used for testing purposes,8,2025-09-11T23:29:25.272865400
sticky session benefit,session data does not have to be transfered to another app instances,9,2025-09-11T23:33:29.923010
staging environment,evironment that contains next release changes,9,2025-09-11T23:34:11.026617400
feature flag,software technique; where some new features are hiden using a single boolean - feature flag,8,2025-09-11T23:35:08.963954600
collision,when algorithm is expected to produce unique results; but they are matching,9,2025-09-11T23:35:51.990865500
credential examples,username; password; email; address,9,2025-09-11T23:36:13.331716600
conduct,behavior,10,2025-09-12T22:22:29.388259900
subsetting data,getting a part of data,10,2025-09-12T22:23:37.088617700
justified vs excusable,justified focuses on positives — best that can be done in an imperfect situation; excusable lets assume that faults can be tolerated,10,2025-09-12T22:26:20.212202700
Java bean,Java object in Spring,8,2025-09-12T22:28:57.519541900
on-premises datacenter,datacenter that is owned by company and located in the building owned by company,10,2025-09-12T22:30:03.064729600
abstraction examples,interface; abstract class; API; method,9,2025-09-12T22:30:24.472576500
REST,Representational State Transfer - standards for building API,10,2025-09-14T21:53:24.446130500
Kerberos principal,user@server.com,9,2025-09-14T21:54:40.238433400
namespace (cluster),separate unit of instance containers,8,2025-09-14T21:56:07.248906100
namespace (networking),separate unit of instance containers,8,2025-09-14T22:03:14.799346400
namespace (networking),separate unit of instance containers,0,2025-09-14T22:03:51.387037
namespace (cluster),separate unit of instance containers,7,2025-09-14T22:04:47.315380300
lazy initialization,where an object is only initialised when called the first time,10,2025-09-14T22:05:56.617753800
DGOM,Data Grid Operational Memory,0,2025-09-14T22:06:34.321161600
RESTful,means the API follows REST standards (Representational State Trasfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,8,2025-09-14T22:08:45.385389500
RESTful layers,means the API follows REST standards (Representational State Trasfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,9,2025-09-14T22:15:37.836164400
RESTful,means the API follows REST standards (Representational State Trasfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,9,2025-09-14T22:16:44.456525300
RESTful,means the API follows REST standards (Representational State Transfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,9,2025-09-14T22:21:38.529633
RESTful,means the API follows REST standards (Representational State Transfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,9,2025-09-14T22:26:06.222043500
RESTful,means the API follows REST standards (Representational State Transfer); standard file formats like JSON; stateless classes; layers like controller; service; storage; http standard methods like GET PUT DELETE,10,2025-09-14T22:27:05.573410700
error budget,how many erros are allowed in the project,8,2025-09-15T15:47:02.773689700
allocate a list,reserve memory for the items of the list,10,2025-09-15T15:47:27.986287600
MLM,Multi Level Marketing - where the goods are distributed by recruits or their own recruits,10,2025-09-15T15:48:26.096252200
ubiquitous language (DDD),commonly understood language in scpecific business area,8,2025-09-15T15:49:17.264509
bounded context (example of inventory management),inventory managment part is part of some bigger business model and is implemented in a separate software unit like microservice; module or class,10,2025-09-15T15:50:30.171789400
base (math),the nuber that is going to be rased by some power,9,2025-09-15T15:52:15.100788300
synchronous,happening back to back,9,2025-09-15T15:52:29.481293600
pod,an instance in Kubernetes with own resources; container and app instance,9,2025-09-15T15:53:23.639031700
object mapping (database),java object is mapped on database table enry,8,2025-09-15T15:53:55.430866
